key	x	y	z	heading	kind	status	district_hint
SM03.Leg10	2891.750	3626.250	52.225	0	land	estimate	San Chianski Mountain Range / one gate of KJ's northbound sprint; the corridor is the shortest chain through the road-graph positions the old 278-gate route wandered over, and each gate is snapped to the nearest vehicle node at runtime, so the authored height is a seed rather than a lane
SM03.Leg11	2901.250	4125.000	50.069	0	land	estimate	San Chianski Mountain Range / one gate of KJ's northbound sprint; the corridor is the shortest chain through the road-graph positions the old 278-gate route wandered over, and each gate is snapped to the nearest vehicle node at runtime, so the authored height is a seed rather than a lane
SM03.Leg12	2714.250	4787.000	44.131	0	land	estimate	San Chianski Mountain Range / one gate of KJ's northbound sprint; the corridor is the shortest chain through the road-graph positions the old 278-gate route wandered over, and each gate is snapped to the nearest vehicle node at runtime, so the authored height is a seed rather than a lane
SM03.Leg13	2199.000	4840.750	44.444	0	land	estimate	Grapeseed / one gate of KJ's northbound sprint; the corridor is the shortest chain through the road-graph positions the old 278-gate route wandered over, and each gate is snapped to the nearest vehicle node at runtime, so the authored height is a seed rather than a lane
SM03.Leg14	1773.500	4571.000	37.381	0	land	estimate	Grapeseed / one gate of KJ's northbound sprint; the corridor is the shortest chain through the road-graph positions the old 278-gate route wandered over, and each gate is snapped to the nearest vehicle node at runtime, so the authored height is a seed rather than a lane
SM03.Leg15	1368.750	4497.750	55.475	0	land	estimate	Mount Chiliad / one gate of KJ's northbound sprint; the corridor is the shortest chain through the road-graph positions the old 278-gate route wandered over, and each gate is snapped to the nearest vehicle node at runtime, so the authored height is a seed rather than a lane
SM03.Leg16	824.500	4420.500	52.131	0	land	estimate	Mount Chiliad / one gate of KJ's northbound sprint; the corridor is the shortest chain through the road-graph positions the old 278-gate route wandered over, and each gate is snapped to the nearest vehicle node at runtime, so the authored height is a seed rather than a lane
SM03.Leg17	390.250	4415.000	62.163	0	land	estimate	Mount Chiliad / one gate of KJ's northbound sprint; the corridor is the shortest chain through the road-graph positions the old 278-gate route wandered over, and each gate is snapped to the nearest vehicle node at runtime, so the authored height is a seed rather than a lane
SM03.Leg18	-226.750	4706.250	134.069	0	land	estimate	Mount Chiliad / one gate of KJ's northbound sprint; the corridor is the shortest chain through the road-graph positions the old 278-gate route wandered over, and each gate is snapped to the nearest vehicle node at runtime, so the authored height is a seed rather than a lane
SM03.Leg19	-364.500	4934.500	197.006	0	land	estimate	Chiliad Mountain State Wilderness / one gate of KJ's northbound sprint; the corridor is the shortest chain through the road-graph positions the old 278-gate route wandered over, and each gate is snapped to the nearest vehicle node at runtime, so the authored height is a seed rather than a lane
SM03.Trail01	-323.750	4988.000	231.131	0	land	estimate	Chiliad Mountain State Wilderness / one gate of the Chiliad climb; trail geometry off the road graph and deliberately NOT snapped to a vehicle node, because the nearest node to a mountain trail is the road at the bottom of it
SM03.Trail02	-266.000	4935.500	278.881	0	land	estimate	Mount Chiliad / one gate of the Chiliad climb; trail geometry off the road graph and deliberately NOT snapped to a vehicle node, because the nearest node to a mountain trail is the road at the bottom of it
SM03.Trail03	-199.750	4899.500	323.881	0	land	estimate	Mount Chiliad / one gate of the Chiliad climb; trail geometry off the road graph and deliberately NOT snapped to a vehicle node, because the nearest node to a mountain trail is the road at the bottom of it
SM03.Trail04	-120.750	4923.500	363.069	0	land	estimate	Mount Chiliad / one gate of the Chiliad climb; trail geometry off the road graph and deliberately NOT snapped to a vehicle node, because the nearest node to a mountain trail is the road at the bottom of it
SM03.Trail05	-59.500	4972.250	396.913	0	land	estimate	Mount Chiliad / one gate of the Chiliad climb; trail geometry off the road graph and deliberately NOT snapped to a vehicle node, because the nearest node to a mountain trail is the road at the bottom of it
SM03.Trail06	-5.250	5012.250	439.725	0	land	estimate	Mount Chiliad / one gate of the Chiliad climb; trail geometry off the road graph and deliberately NOT snapped to a vehicle node, because the nearest node to a mountain trail is the road at the bottom of it
SM03.Trail07	51.500	5041.250	460.131	0	land	estimate	Mount Chiliad / one gate of the Chiliad climb; trail geometry off the road graph and deliberately NOT snapped to a vehicle node, because the nearest node to a mountain trail is the road at the bottom of it
SM03.Trail08	98.750	5086.000	502.069	0	land	estimate	Mount Chiliad / one gate of the Chiliad climb; trail geometry off the road graph and deliberately NOT snapped to a vehicle node, because the nearest node to a mountain trail is the road at the bottom of it
SM03.Trail09	118.750	5170.500	527.569	0	land	estimate	Mount Chiliad / one gate of the Chiliad climb; trail geometry off the road graph and deliberately NOT snapped to a vehicle node, because the nearest node to a mountain trail is the road at the bottom of it
SM03.Trail10	189.500	5231.750	582.850	0	land	estimate	Mount Chiliad / one gate of the Chiliad climb; trail geometry off the road graph and deliberately NOT snapped to a vehicle node, because the nearest node to a mountain trail is the road at the bottom of it
SM03.Trail11	226.250	5283.750	616.506	0	land	estimate	Mount Chiliad / one gate of the Chiliad climb; trail geometry off the road graph and deliberately NOT snapped to a vehicle node, because the nearest node to a mountain trail is the road at the bottom of it
SM03.Trail12	280.500	5351.000	632.225	0	land	estimate	Mount Chiliad / one gate of the Chiliad climb; trail geometry off the road graph and deliberately NOT snapped to a vehicle node, because the nearest node to a mountain trail is the road at the bottom of it
SM03.Trail13	326.750	5423.250	661.475	0	land	estimate	Mount Chiliad / one gate of the Chiliad climb; trail geometry off the road graph and deliberately NOT snapped to a vehicle node, because the nearest node to a mountain trail is the road at the bottom of it
SM03.Trail14	373.250	5487.750	707.944	0	land	estimate	Mount Chiliad / one gate of the Chiliad climb; trail geometry off the road graph and deliberately NOT snapped to a vehicle node, because the nearest node to a mountain trail is the road at the bottom of it
SM03.Trail15	445.500	5511.000	752.725	0	land	estimate	Mount Chiliad / one gate of the Chiliad climb; trail geometry off the road graph and deliberately NOT snapped to a vehicle node, because the nearest node to a mountain trail is the road at the bottom of it
SM03.Summit	506.750	5565.500	781.438	0	land	estimate	Chiliad summit trail finish; connected vehicle-node graph
M23.ArrivalCar	846	2956	46.619	0	land	estimate	Grand Senora Desert bunker - installed Enhanced collision checked; live survey pending
M23.Guard01	838	2982	44.408	180	land	estimate	Grand Senora Desert bunker - installed Enhanced collision checked; live survey pending
M23.Guard02	853	3005	41.474	180	land	estimate	Grand Senora Desert bunker - installed Enhanced collision checked; live survey pending
M23.Guard03	865	3008	41.512	180	land	estimate	Grand Senora Desert bunker - installed Enhanced collision checked; live survey pending
M23.Guard04	878	2983	42.05	180	land	estimate	Grand Senora Desert bunker - installed Enhanced collision checked; live survey pending
M23.Guard05	866	2964	44.202	180	land	estimate	Grand Senora Desert bunker - installed Enhanced collision checked; live survey pending
M23.Guard06	835	2960	47.091	180	land	estimate	Grand Senora Desert bunker - installed Enhanced collision checked; live survey pending
M23.Guard07	836	3010	42.802	180	land	estimate	Grand Senora Desert bunker - installed Enhanced collision checked; live survey pending
M23.Guard08	870	3017	40.915	180	land	estimate	Grand Senora Desert bunker - installed Enhanced collision checked; live survey pending
M23.Guard09	860	2954	45.714	180	land	estimate	Grand Senora Desert bunker - installed Enhanced collision checked; live survey pending
Bunker.Senora.Interior	892.6384	-3245.8664	-98.265	270	interior	estimate	Gunrunning bunker interior - gr_grdlc_int_02 collision floor verified
Bunker.Senora.Room.Door	892.6384	-3245.8664	-98.265	270	interior	estimate	Gunrunning bunker interior - gr_grdlc_int_02 collision floor verified
Bunker.Senora.Room.Inspect	892.6384	-3245.8664	-98.265	270	interior	estimate	Bunker entry room; shares the successfully loaded arrival floor so inspection does not require crossing interior partitions
M23.GuessStart	841	2964	44.846	0	land	estimate	Grand Senora bunker approach; collision checked, beside the arrival car
M23.RoadStart	868	3091.75	39.699	180	land	estimate	Senora north access road; CodeWalker verified vehicle node and collision floor
SM01.Car	1025.530	-3051.490	5.900	174.3	land	surveyed	Terminal Island; Ron's in-game placement, September 13, 2026 (the loading lane and the yard north of it)
SM01.Case1	1037.410	-3051.640	5.900	0	land	surveyed	Terminal Island; Ron's in-game placement, September 13, 2026 (the loading lane and the yard north of it)
SM01.Case1Access	1037.410	-3049.640	5.900	180.3	land	surveyed	Terminal Island; Ron's in-game placement, September 13, 2026 (the loading lane and the yard north of it)
SM01.Case2	1040.410	-3051.640	5.900	0	land	surveyed	Terminal Island; Ron's in-game placement, September 13, 2026 (the loading lane and the yard north of it)
SM01.Case2Access	1040.410	-3049.640	5.900	180.3	land	surveyed	Terminal Island; Ron's in-game placement, September 13, 2026 (the loading lane and the yard north of it)
SM02.Approach	-1110.000	-275.000	37.620	320	land	estimate	Lifeinvader sidewalk run-up; separate from service door; bounded same-floor placement
M25.NorthTunnel	-527.000	4515.000	89.034	172	land	estimate	Raton north rail/tunnel approach; existing inspected deck anchor; runtime same-level only
M25.SouthTunnel	-504.000	4340.000	89.042	352	land	estimate	Raton south rail/tunnel approach derived from tanker deck; live route acceptance pending
M25.BoatEscape	-245.000	4440.000	30.000	90	water	estimate	Cassidy Creek / Raton river-mouth departure; require actual 100 meter separation after boarding
M26.RunwayStart	2030.000	4760.000	40.140	110	land	estimate	McKenzie runway layout from M37 inspected neighborhood; full model/lane checked at runtime; new offsets live pending
M26.SparePlane	2060.000	4770.000	40.448	110	land	estimate	McKenzie runway layout from M37 inspected neighborhood; full model/lane checked at runtime; new offsets live pending
M26.CrewStart	2035.000	4747.000	40.200	0	land	estimate	McKenzie runway layout from M37 inspected neighborhood; full model/lane checked at runtime; new offsets live pending
M26.CrewCar	2000.000	4780.000	40.762	110	land	estimate	McKenzie runway layout from M37 inspected neighborhood; full model/lane checked at runtime; new offsets live pending
M26.IcePost	2006.000	4786.000	40.762	110	land	estimate	McKenzie runway layout from M37 inspected neighborhood; full model/lane checked at runtime; new offsets live pending
M26.GohanPost	1995.000	4778.000	40.762	0	land	estimate	McKenzie runway layout from M37 inspected neighborhood; full model/lane checked at runtime; new offsets live pending
M27.RunwayStart	2030.000	4760.000	40.140	110	land	estimate	McKenzie runway layout from M37 inspected neighborhood; full model/lane checked at runtime; new offsets live pending
M27.ParkedLazer	2065.000	4750.000	40.638	110	land	estimate	McKenzie runway layout from M37 inspected neighborhood; full model/lane checked at runtime; new offsets live pending
M27.CrewStart	2035.000	4747.000	40.200	0	land	estimate	McKenzie runway layout from M37 inspected neighborhood; full model/lane checked at runtime; new offsets live pending
M27.IcePost	2038.000	4748.000	40.200	0	land	estimate	McKenzie runway layout from M37 inspected neighborhood; full model/lane checked at runtime; new offsets live pending
M44.Start	-1604	5246	3.069	0	land	estimate	Derived from verified hull extents; live survey pending
M44.Sub	-1850	5520	0	120	water	estimate	Derived from verified hull extents; live survey pending
M44.Clamp1	-1795	5317	0	0	water	estimate	Derived from verified hull extents; live survey pending
M44.Clamp2	-1760	5332	0	0	water	estimate	Derived from verified hull extents; live survey pending
M44.Clamp3	-1722	5342	0	0	water	estimate	Derived from verified hull extents; live survey pending
M44.Sensor	-1712	5334	0	0	water	estimate	Derived from verified hull extents; live survey pending
M44.Surface	-1772	5306	0	0	water	estimate	Derived from verified hull extents; live survey pending
M45.Approach	-1900	5250	60	45	air	estimate	Derived from verified hull extents; live survey pending
M45.Hold	-1748	5300	40	0	air	estimate	Derived from verified hull extents; live survey pending
M45.Helipad	-1793	5331	15.5	90	land	estimate	Derived from verified hull extents; live survey pending
M45.Deck	-1734	5325	15.5	270	land	estimate	Derived from verified hull extents; live survey pending
M45.Stern	-1694	5326	0	200	water	estimate	Derived from verified hull extents; live survey pending
M45.Board	-1697	5328	1.2	200	land	estimate	Derived from verified hull extents; live survey pending
M46.Stairs	-1750	5332	4.89	0	land	estimate	Derived from verified hull extents; live survey pending
M46.Bridge	-1758	5334	9	0	land	estimate	Derived from verified hull extents; live survey pending
M46.Vault	-1770	5334	4.89	0	land	estimate	Derived from verified hull extents; live survey pending
M46.Ledger	-1772	5335	4.89	0	land	estimate	Derived from verified hull extents; live survey pending
M46.Bonds	-1769	5336	4.89	0	land	estimate	Derived from verified hull extents; live survey pending
M46.Console	-1760	5335	9	0	land	estimate	Derived from verified hull extents; live survey pending
M47.Landing	-1610	5232	3	90	land	estimate	Derived from verified hull extents; live survey pending
M47.BoatStart	-1740	5390	0	180	water	estimate	Derived from verified hull extents; live survey pending
M47.Trigger	-1702	5324	12	200	land	estimate	Derived from verified hull extents; live survey pending
M47.Clear	-1620	5210	0	180	water	estimate	Derived from verified hull extents; live survey pending
M48.Shore	-1606	5244	2	120	water	estimate	Derived from verified hull extents; live survey pending
M48.Technical	-1596	5228	3.05	150	land	estimate	Derived from verified hull extents; live survey pending
M48.Cordon	-1560	5160	17.5	160	land	estimate	Derived from verified hull extents; live survey pending
M48.South	-1480	5040	44	150	land	estimate	Derived from verified hull extents; live survey pending
M47.Jump	-1700	5322	12	200	land	estimate	Derived from verified hull extents; live survey pending

M35.Response	2976	4628	51.6	180	land	estimate	Pursuit follows the convoy road; live survey pending
M51.Start	2700.000	1395.000	23.700	0	land	estimate	Palmer-Taylor Power Station / inside the transformer yard; archives show open ground at yard level, live survey pending (17 m clear)
M51.IceStart	2694.000	1414.000	23.700	0	land	estimate	Palmer-Taylor Power Station / inside the transformer yard; archives show open ground at yard level, live survey pending (12 m clear)
M51.GohanStart	2692.000	1419.000	23.700	0	land	estimate	Palmer-Taylor Power Station / inside the transformer yard; archives show open ground at yard level, live survey pending (14 m clear)
M51.GuessStart	2688.000	1424.000	23.600	0	land	estimate	Palmer-Taylor Power Station / inside the transformer yard; archives show open ground at yard level, live survey pending (12 m clear)
M51.Crew	2748.000	1395.000	23.700	200	land	estimate	Palmer-Taylor Power Station / inside the transformer yard; archives show open ground at yard level, live survey pending (21 m clear, the widest spot on site)
M51.Charge1	2653.610	1459.840	23.460	90	land	estimate	Palmer-Taylor Power Station / a real plant unit in the west bank, its own placed height from the archives; the bible's six 500kV transformers are not props on this site, these six are
M51.Charge2	2664.500	1477.890	23.650	90	land	estimate	Palmer-Taylor Power Station / a real plant unit in the west bank, its own placed height from the archives; the bible's six 500kV transformers are not props on this site, these six are
M51.Charge3	2664.790	1495.600	23.690	90	land	estimate	Palmer-Taylor Power Station / a real plant unit in the west bank, its own placed height from the archives; the bible's six 500kV transformers are not props on this site, these six are
M51.Charge4	2777.720	1433.200	23.480	270	land	estimate	Palmer-Taylor Power Station / a real plant unit in the east bank, its own placed height from the archives; the bible's six 500kV transformers are not props on this site, these six are
M51.Charge5	2779.180	1438.650	23.480	270	land	estimate	Palmer-Taylor Power Station / a real plant unit in the east bank, its own placed height from the archives; the bible's six 500kV transformers are not props on this site, these six are
M51.Charge6	2780.640	1444.090	23.500	270	land	estimate	Palmer-Taylor Power Station / a real plant unit in the east bank, its own placed height from the archives; the bible's six 500kV transformers are not props on this site, these six are
M51.Control	2750.080	1465.180	23.480	0	land	estimate	Palmer-Taylor Power Station / placed plant machinery between the two banks, its own archive height; the failover interlocks
M51.Guard1	2668.000	1395.000	23.600	0	land	estimate	Palmer-Taylor Power Station / inside the transformer yard; archives show open ground at yard level, live survey pending (15 m clear)
M51.Guard2	2776.000	1420.000	23.500	180	land	estimate	Palmer-Taylor Power Station / inside the transformer yard by the east bank, 42 m from the surveyed crew car; the old post stood 11 m from it, so walking back to the car started a firefight (Ron, September 22); archives show open ground at yard level beside a placed skip at 23.41, live survey pending
M51.Guard3	2756.000	1443.000	23.600	180	land	estimate	Palmer-Taylor Power Station / inside the transformer yard; archives show open ground at yard level, live survey pending (14 m clear)
M51.Exit	2620.000	1320.000	25.500	200	land	estimate	Palmer-Taylor Power Station / open ground south of the yard by the placed cabinet at 25.11; 31 m clear, live survey pending
M52.Start	-644.000	-269.000	38.000	45	land	estimate	Rockford Hills / the service street west of the City Hall plaza, below the roof the mission ladder serves; archives show 23 m clear, live survey pending
M52.IceStart	-650.000	-269.000	38.000	45	land	estimate	Rockford Hills / the service street west of the City Hall plaza, below the roof the mission ladder serves; archives show 25 m clear, live survey pending
M52.GuessStart	-650.000	-263.000	38.000	45	land	estimate	Rockford Hills / the service street west of the City Hall plaza, below the roof the mission ladder serves; archives show 23 m clear, live survey pending
M52.GohanStart	-650.000	-275.000	38.000	45	land	estimate	Rockford Hills / the service street west of the City Hall plaza, below the roof the mission ladder serves; archives show 28 m clear, live survey pending
M52.Bike	-644.000	-275.000	38.000	200	land	estimate	Rockford Hills / the service street west of the City Hall plaza, below the roof the mission ladder serves; archives show 23 m clear, the superbike waits here, live survey pending
M52.Scaffold	-601.500	-295.500	35.300	320	land	estimate	Rockford Hills / the sidewalk at the foot of bh1_16_scaff, the scaffold on the south corner of the roost's block; archives show working platforms on it at 40.7 to 49.3 and the roof at about 50.3, which is the only way up to the service ladder they show; nobody has climbed it, live survey pending
M52.Roost	-615.900	-240.800	53.300	60	land	estimate	Rockford Hills / the top of bh1_16_ladder_mission_fizz, the ladder Rockstar placed for a mission; the standing height is probed down onto the roof slab at runtime because a prop origin is not a floor
M52.Harrison	-537.000	-186.000	38.000	200	land	estimate	Burton / City Hall plaza at its own level; archives show 13 m clear, 12 m from the hall; where he comes out, live survey pending
M52.Walk	-521.000	-226.000	38.000	200	land	estimate	Burton / City Hall plaza at its own level; archives show 13 m clear, 55 m from the roost; where he is clear of his detail, live survey pending
M52.Guard1	-537.000	-194.000	38.000	200	land	estimate	Burton / City Hall plaza at its own level; archives show 13 m clear, live survey pending
M52.Guard2	-537.000	-234.000	38.000	200	land	estimate	Burton / City Hall plaza at its own level; archives show 12 m clear, live survey pending
M52.Guard3	-561.000	-242.000	38.000	200	land	estimate	Rockford Hills / City Hall plaza at its own level; archives show 12 m clear, live survey pending
M50.Start	-916.000	352.000	74.500	120	land	estimate	Rockford Hills / the residential street above the conduit run; archives show 17 m clear
M50.IceStart	-916.000	358.000	74.500	120	land	estimate	Rockford Hills / the residential street above the conduit run; archives show 15 m clear
M50.GohanStart	-922.000	352.000	74.500	120	land	estimate	Rockford Hills / the residential street above the conduit run; archives show 14 m clear
M50.GuessStart	-910.000	346.000	74.500	120	land	estimate	Rockford Hills / the residential street above the conduit run; archives show 16 m clear
M50.Van	-910.000	352.000	74.500	120	land	estimate	Rockford Hills / where the surveillance van waits; archives show 14 m clear
M50.Conduit	-898.120	334.870	74.610	30	land	estimate	Rockford Hills / the street cabinet Gohan splices, a placed prop_elecbox_11 at its own archive height; 88 things within 40 m, so this is a built-up street rather than open ground
M50.Guard1	-905.000	300.000	70.500	20	land	estimate	Rockford Hills / private security post down the street south of the cabinet, 35 m from it and 46 m from the nearest crew start; the old post stood 4 m from the crew and the van, so the brothers opened fire on a watchman at spawn (Ron, September 22); archives put the sidewalk here at 70.4 by a placed prop_elecbox_16
M50.Guard2	-901.000	319.000	74.500	0	land	estimate	Rockford Hills / private security post, 16 m from the cabinet; archives show 12 m clear
M50.Guard3	-859.000	331.000	74.500	270	land	estimate	Rockford Hills / private security post, 39 m from the cabinet; archives show 13 m clear
M50.Exit	-1075.000	290.000	63.000	200	land	estimate	Rockford Hills / clear of the block, beside a placed cabinet at 62.9 so the height is grounded; live survey pending
M49.Checkpoint	-3020.000	1300.000	20.000	20	land	estimate	Chumash / the Great Ocean Highway seed for the checkpoint; the lane itself is resolved from a road node at runtime, because roads are baked terrain and no placed-entity survey can find one
M49.Start	-3060.000	1180.000	22.000	20	land	estimate	Chumash / the shoulder south of the checkpoint, clear of the village; live survey pending
M49.IceStart	-3066.000	1174.000	22.000	20	land	estimate	Chumash / the shoulder south of the checkpoint; live survey pending
M49.GohanStart	-3054.000	1174.000	22.000	20	land	estimate	BanhamCa / the shoulder south of the checkpoint; live survey pending
M49.GuessStart	-3060.000	1168.000	22.000	20	land	estimate	Chumash / the shoulder south of the checkpoint; live survey pending
M49.Crew	-3048.000	1168.000	22.000	20	land	estimate	BanhamCa / where the turbine Granger waits; live survey pending
M49.South	-2860.000	1620.000	30.000	30	land	estimate	Tongva Hills / past the county line, north up the coast road; live survey pending
M57.Start	-1520.000	-1400.000	2.500	270	land	estimate	Pacific Ocean / the Vespucci sand; the beach clutter in the archives runs x -1587..-1361 at z 0.7..3.3, so this is sand rather than surf
M57.IceStart	-1526.000	-1406.000	2.500	270	land	estimate	Pacific Ocean / the Vespucci sand; the beach clutter in the archives runs x -1587..-1361 at z 0.7..3.3, so this is sand rather than surf
M57.GohanStart	-1514.000	-1406.000	2.500	270	land	estimate	Pacific Ocean / the Vespucci sand; the beach clutter in the archives runs x -1587..-1361 at z 0.7..3.3, so this is sand rather than surf
M57.GuessStart	-1520.000	-1412.000	2.500	270	land	estimate	Pacific Ocean / the Vespucci sand; the beach clutter in the archives runs x -1587..-1361 at z 0.7..3.3, so this is sand rather than surf
M57.SkiGuess	-1640.000	-1396.000	0.000	270	water	estimate	Pacific Ocean / open water off the Vespucci sand, west of the beach edge at x -1587; the depth is checked at runtime
M57.SkiIce	-1640.000	-1408.000	0.000	270	water	estimate	Pacific Ocean / open water off the Vespucci sand, west of the beach edge at x -1587; the depth is checked at runtime
M57.Patrol1	-1750.000	-1300.000	60.000	200	air	estimate	Pacific Ocean / a gunship sweep line over the water north of the pier; nothing placed within 100 m
M57.Patrol2	-1820.000	-1450.000	70.000	20	air	estimate	Pacific Ocean / a gunship sweep line out to sea; nothing placed within 130 m
M57.Patrol3	-1700.000	-1550.000	55.000	340	air	estimate	Pacific Ocean / a gunship sweep line south of the pier; nothing placed within 100 m
M57.Return	-1580.000	-1402.000	0.000	90	water	estimate	Pacific Ocean / the shallows the skis come back to, just off the sand
M54.Start	826.000	-2114.000	30.000	180	land	estimate	Cypress Flats / the foundry yard, eleven meters from the Annihilator; archives show 12.1 m clear, live survey pending
M54.IceStart	821.000	-2113.000	30.000	180	land	estimate	Cypress Flats / the foundry yard; archives show 10.1 m clear, live survey pending
M54.GohanStart	831.000	-2113.000	30.000	180	land	estimate	Cypress Flats / the foundry yard; archives show 7.9 m clear, live survey pending
M54.GuessStart	826.000	-2109.000	30.000	180	land	estimate	Cypress Flats / the foundry yard; archives show 7.7 m clear, live survey pending
M54.Lift	825.000	-2125.000	29.600	0	land	estimate	Cypress Flats / the widest open ground within a hundred meters of the foundry apron, 15.7 m to the nearest placed object; where the Annihilator waits, live survey pending
M54.Pad	-142.670	-593.350	206.310	0	land	estimate	Pillbox Hill / dt1_02_helipad, the helipad on the tower roof deck, at its own archive height; the standing height is probed onto the slab at runtime because a prop origin is not a floor
M54.RoostNorth	-140.000	-589.000	206.310	0	land	estimate	Pillbox Hill / the north corner of the same roof deck, inside the prop_wall_light_03a ring at (-139.2, -587.5); height probed onto the slab at runtime
M54.RoostSouth	-139.000	-597.500	206.310	180	land	estimate	Pillbox Hill / the south corner of the same roof deck, inside the prop_wall_light_03a ring at (-138.7, -598.7); height probed onto the slab at runtime
M54.Antenna	-146.600	-597.800	206.310	225	land	estimate	Pillbox Hill / the roof cabinets prop_elecbox_23 at (-146.19, -598.05, 206.76) and prop_elecbox_03a at (-148.0, -597.8); the feed Gohan taps, height probed onto the slab at runtime
M53.Entrance	-473.000	-702.000	31.500	200	land	estimate	Little Seoul / the street above the metro entrance structure kt1_09_seoul_subway; archives show 17.4 m clear at street level, where the job is taken
M53.Start	-352.000	-676.000	13.030	90	land	estimate	Downtown / the metro tunnel under the Downtown core, on the run of metro_t_* sections whose origins all sit at 13.03; the floor is measured by one probe at the carriage and every point moves with it, live survey pending
M53.IceStart	-348.000	-678.000	13.030	90	land	estimate	Downtown / the metro tunnel under the Downtown core, on the run of metro_t_* sections whose origins all sit at 13.03; the floor is measured by one probe at the carriage and every point moves with it, live survey pending
M53.GohanStart	-356.000	-675.000	13.030	90	land	estimate	Downtown / the metro tunnel under the Downtown core, on the run of metro_t_* sections whose origins all sit at 13.03; the floor is measured by one probe at the carriage and every point moves with it, live survey pending
M53.GuessStart	-360.000	-674.000	13.030	90	land	estimate	Downtown / the metro tunnel under the Downtown core, on the run of metro_t_* sections whose origins all sit at 13.03; the floor is measured by one probe at the carriage and every point moves with it, live survey pending
M53.Train	-380.000	-671.000	13.030	90	land	estimate	Downtown / the tunnel section metro_t_join at (-380.17, -673.07, 13.03), where the carriage stalls; it sits three meters north of the crew on the assumption a two-track bore has room for both, which is the one judgment here rather than a reading
M53.Mine1	-390.000	-675.000	13.030	90	land	estimate	Downtown / a tripwire at the west end of the stalled carriage; Downtown / the metro tunnel under the Downtown core, on the run of metro_t_* sections whose origins all sit at 13.03; the floor is measured by one probe at the carriage and every point moves with it, live survey pending
M53.Mine2	-380.000	-675.000	13.030	90	land	estimate	Downtown / a tripwire at the carriage doors, which is where the authored line puts them; Downtown / the metro tunnel under the Downtown core, on the run of metro_t_* sections whose origins all sit at 13.03; the floor is measured by one probe at the carriage and every point moves with it, live survey pending
M53.Mine3	-370.000	-675.000	13.030	90	land	estimate	Downtown / a tripwire at the east end of the stalled carriage; Downtown / the metro tunnel under the Downtown core, on the run of metro_t_* sections whose origins all sit at 13.03; the floor is measured by one probe at the carriage and every point moves with it, live survey pending
M53.Exit	-470.000	-714.000	22.510	0	land	estimate	Little Seoul / metro_newwalk1 at (-470.15, -714.52, 22.51), the station walkway between the platform and the street; the way out, live survey pending
M53.SquadA1	-445.000	-671.000	13.640	270	land	estimate	Little Seoul / the metro platform end of the same run, where metro_stat3join1 at (-437.69, -675.41, 13.64) turns the tunnel into station; live survey pending
M53.SquadA2	-452.000	-676.000	13.640	270	land	estimate	Little Seoul / the metro platform end of the same run, where metro_stat3join1 at (-437.69, -675.41, 13.64) turns the tunnel into station; live survey pending
M53.SquadA3	-459.000	-671.000	13.640	270	land	estimate	Little Seoul / the metro platform end of the same run, where metro_stat3join1 at (-437.69, -675.41, 13.64) turns the tunnel into station; live survey pending
M53.SquadA4	-466.000	-676.000	13.640	270	land	estimate	Little Seoul / the metro platform end of the same run, where metro_stat3join1 at (-437.69, -675.41, 13.64) turns the tunnel into station; live survey pending
M53.SquadB1	-480.000	-676.000	13.640	270	land	estimate	Little Seoul / the metro platform end of the same run, where metro_stat3join1 at (-437.69, -675.41, 13.64) turns the tunnel into station; live survey pending
M53.SquadB2	-487.000	-671.000	13.640	270	land	estimate	Little Seoul / the metro platform end of the same run, where metro_stat3join1 at (-437.69, -675.41, 13.64) turns the tunnel into station; live survey pending
M53.SquadB3	-494.000	-676.000	13.640	270	land	estimate	Little Seoul / the metro platform end of the same run, where metro_stat3join1 at (-437.69, -675.41, 13.64) turns the tunnel into station; live survey pending
M53.SquadB4	-501.000	-672.000	13.640	270	land	estimate	Little Seoul / the metro platform end of the same run, where metro_stat3join1 at (-437.69, -675.41, 13.64) turns the tunnel into station; live survey pending
M56.Start	-314.125	-1725.325	-0.400	230	channel	estimate	La Puerta / the Los Santos River storm channel, on the line from sp1_12_riv_08 at (-333.4, -1709.4) to sp1_12_riv_09 at (-120.9, -1883.5); the floor is the debris median at -0.40 and one probe at the half-track corrects all of it, live survey pending
M56.IceStart	-315.131	-1729.683	-0.400	230	channel	estimate	La Puerta / the Los Santos River storm channel, on the line from sp1_12_riv_08 at (-333.4, -1709.4) to sp1_12_riv_09 at (-120.9, -1883.5); the floor is the debris median at -0.40 and one probe at the half-track corrects all of it, live survey pending
M56.GohanStart	-313.890	-1720.330	-0.400	230	channel	estimate	La Puerta / the Los Santos River storm channel, on the line from sp1_12_riv_08 at (-333.4, -1709.4) to sp1_12_riv_09 at (-120.9, -1883.5); the floor is the debris median at -0.40 and one probe at the half-track corrects all of it, live survey pending
M56.GuessStart	-311.544	-1730.052	-0.400	230	channel	estimate	La Puerta / the Los Santos River storm channel, on the line from sp1_12_riv_08 at (-333.4, -1709.4) to sp1_12_riv_09 at (-120.9, -1883.5); the floor is the debris median at -0.40 and one probe at the half-track corrects all of it, live survey pending
M56.Halftrack	-299.107	-1733.841	-0.400	230	channel	estimate	La Puerta / where the half-track waits on the channel floor; archives show 17.9 m of clear floor, and this is the point the floor probe is taken at
